"","vroot","click","user"
"18150",1041,1,"25725"
"18151",1004,1,"25725"
"18152",1034,1,"25725"
"18153",1018,1,"25725"
"18154",1156,1,"25725"
"18156",1081,1,"25731"
"18157",1020,1,"25731"
"18158",1058,1,"25731"
"18159",1004,1,"25731"
"18160",1030,1,"25731"
"18161",1003,1,"25731"
"18162",1075,1,"25731"
"18163",1034,1,"25731"
"18164",1083,1,"25731"
"18166",1030,1,"25740"
"18167",1009,1,"25740"
"18168",1017,1,"25740"
"18169",1031,1,"25740"
"18170",1040,1,"25740"
"18171",1024,1,"25740"
"18172",1004,1,"25740"
"18174",1035,1,"25745"
"18175",1008,1,"25745"
"18176",1009,1,"25745"
"18177",1001,1,"25745"
"18178",1003,1,"25745"
"18179",1018,1,"25745"
"18181",1089,1,"25749"
"18182",1009,1,"25749"
"18183",1040,1,"25749"
"18184",1017,1,"25749"
"18185",1004,1,"25749"
"18186",1014,1,"25749"
"18188",1016,1,"25751"
"18189",1015,1,"25751"
"18190",1017,1,"25751"
"18191",1006,1,"25751"
"18192",1040,1,"25751"
"18193",1018,1,"25751"
"18195",1008,1,"25767"
"18196",1027,1,"25767"
"18197",1038,1,"25767"
"18198",1026,1,"25767"
"18199",1017,1,"25767"
"18200",1041,1,"25767"
"18202",1008,1,"25770"
"18203",1064,1,"25770"
"18204",1026,1,"25770"
"18205",1017,1,"25770"
"18206",1018,1,"25770"
"18207",1034,1,"25770"
"18209",1130,1,"25775"
"18210",1081,1,"25775"
"18211",1082,1,"25775"
"18212",1062,1,"25775"
"18213",1017,1,"25775"
"18214",1018,1,"25775"
"18215",1036,1,"25775"
"18216",1001,1,"25775"
"18217",1083,1,"25775"
"18219",1025,1,"25785"
"18220",1008,1,"25785"
"18221",1052,1,"25785"
"18222",1007,1,"25785"
"18223",1050,1,"25785"
"18224",1034,1,"25785"
"18225",1018,1,"25785"
"18227",1064,1,"25787"
"18228",1065,1,"25787"
"18229",1017,1,"25787"
"18230",1070,1,"25787"
"18231",1004,1,"25787"
"18232",1008,1,"25787"
"18233",1009,1,"25787"
"18234",1026,1,"25787"
"18235",1068,1,"25787"
"18236",1041,1,"25787"
"18238",1130,1,"25788"
"18239",1017,1,"25788"
"18240",1049,1,"25788"
"18241",1018,1,"25788"
"18242",1036,1,"25788"
"18243",1000,1,"25788"
"18244",1077,1,"25788"
"18245",1040,1,"25788"
"18246",1003,1,"25788"
"18247",1001,1,"25788"
"18248",1002,1,"25788"
"18249",1048,1,"25788"
"18251",1008,1,"25792"
"18252",1035,1,"25792"
"18253",1037,1,"25792"
"18254",1009,1,"25792"
"18255",1001,1,"25792"
"18256",1018,1,"25792"
"18258",1008,1,"25793"
"18259",1069,1,"25793"
"18260",1070,1,"25793"
"18261",1001,1,"25793"
"18262",1041,1,"25793"
"18263",1002,1,"25793"
"18264",1034,1,"25793"
"18266",1038,1,"25794"
"18267",1046,1,"25794"
"18268",1026,1,"25794"
"18269",1070,1,"25794"
"18270",1001,1,"25794"
"18271",1041,1,"25794"
"18272",1018,1,"25794"
"18274",1081,1,"25800"
"18275",1082,1,"25800"
"18276",1020,1,"25800"
"18277",1038,1,"25800"
"18278",1040,1,"25800"
"18279",1144,1,"25800"
"18280",1026,1,"25800"
"18281",1042,1,"25800"
"18283",1008,1,"25844"
"18284",1000,1,"25844"
"18285",1060,1,"25844"
"18286",1052,1,"25844"
"18287",1017,1,"25844"
"18288",1040,1,"25844"
"18289",1018,1,"25844"
"18290",1067,1,"25844"
"18292",1035,1,"25849"
"18293",1037,1,"25849"
"18294",1009,1,"25849"
"18295",1076,1,"25849"
"18296",1017,1,"25849"
"18297",1074,1,"25849"
"18299",1008,1,"25865"
"18300",1045,1,"25865"
"18301",1027,1,"25865"
"18302",1024,1,"25865"
"18303",1041,1,"25865"
"18304",1034,1,"25865"
"18306",1008,1,"25871"
"18307",1038,1,"25871"
"18308",1026,1,"25871"
"18309",1052,1,"25871"
"18310",1060,1,"25871"
"18311",1053,1,"25871"
"18312",1018,1,"25871"
"18313",1004,1,"25871"
"18315",1065,1,"25874"
"18316",1017,1,"25874"
"18317",1053,1,"25874"
"18318",1067,1,"25874"
"18319",1034,1,"25874"
"18320",1021,1,"25874"
"18322",1216,1,"25875"
"18323",1009,1,"25875"
"18324",1076,1,"25875"
"18325",1001,1,"25875"
"18326",1018,1,"25875"
"18327",1078,1,"25875"
"18328",1044,1,"25875"
"18329",1074,1,"25875"
"18331",1036,1,"25888"
"18332",1064,1,"25888"
"18333",1009,1,"25888"
"18334",1046,1,"25888"
"18335",1070,1,"25888"
"18336",1026,1,"25888"
"18337",1017,1,"25888"
"18338",1024,1,"25888"
"18339",1088,1,"25888"
"18340",1001,1,"25888"
"18341",1014,1,"25888"
"18342",1034,1,"25888"
"18344",1084,1,"25892"
"18345",1017,1,"25892"
"18346",1018,1,"25892"
"18347",1074,1,"25892"
"18348",1035,1,"25892"
"18349",1008,1,"25892"
"18350",1009,1,"25892"
"18351",1001,1,"25892"
"18352",1003,1,"25892"
"18353",1034,1,"25892"
"18355",1017,1,"25896"
"18356",1160,1,"25896"
"18357",1001,1,"25896"
"18358",1004,1,"25896"
"18359",1018,1,"25896"
"18360",1021,1,"25896"
"18362",1035,1,"25898"
"18363",1008,1,"25898"
"18364",1098,1,"25898"
"18365",1009,1,"25898"
"18366",1023,1,"25898"
"18367",1018,1,"25898"
"18368",1034,1,"25898"
"18370",1008,1,"25905"
"18371",1017,1,"25905"
"18372",1052,1,"25905"
"18373",1061,1,"25905"
"18374",1018,1,"25905"
"18375",1004,1,"25905"
"18377",1065,1,"25922"
"18378",1074,1,"25922"
"18379",1036,1,"25922"
"18380",1027,1,"25922"
"18381",1046,1,"25922"
"18382",1011,1,"25922"
"18383",1031,1,"25922"
"18384",1040,1,"25922"
"18385",1012,1,"25922"
"18386",1068,1,"25922"
"18387",1088,1,"25922"
"18388",1034,1,"25922"
"18389",1025,1,"25922"
"18390",1130,1,"25922"
"18391",1238,1,"25922"
"18392",1020,1,"25922"
"18393",1017,1,"25922"
"18394",1070,1,"25922"
"18395",1014,1,"25922"
"18396",1072,1,"25922"
"18397",1000,1,"25922"
"18398",1008,1,"25922"
"18399",1030,1,"25922"
"18400",1093,1,"25922"
"18401",1089,1,"25922"
"18402",1038,1,"25922"
"18403",1026,1,"25922"
"18404",1041,1,"25922"
"18406",1037,1,"25927"
"18407",1009,1,"25927"
"18408",1017,1,"25927"
"18409",1168,1,"25927"
"18410",1004,1,"25927"
"18411",1018,1,"25927"
"18413",1035,1,"25936"
"18414",1037,1,"25936"
"18415",1009,1,"25936"
"18416",1073,1,"25936"
"18417",1017,1,"25936"
"18418",1001,1,"25936"
"18419",1003,1,"25936"
"18420",1018,1,"25936"
"18421",1002,1,"25936"
"18423",1000,1,"25941"
"18424",1025,1,"25941"
"18425",1056,1,"25941"
"18426",1017,1,"25941"
"18427",1026,1,"25941"
"18428",1004,1,"25941"
"18430",1025,1,"25949"
"18431",1008,1,"25949"
"18432",1037,1,"25949"
"18433",1058,1,"25949"
"18434",1009,1,"25949"
"18435",1039,1,"25949"
"18436",1017,1,"25949"
"18437",1001,1,"25949"
"18438",1004,1,"25949"
"18440",1135,1,"25957"
"18441",1049,1,"25957"
"18442",1001,1,"25957"
"18443",1003,1,"25957"
"18444",1080,1,"25957"
"18445",1004,1,"25957"
"18446",1018,1,"25957"
"18448",1008,1,"25959"
"18449",1035,1,"25959"
"18450",1112,1,"25959"
"18451",1009,1,"25959"
"18452",1018,1,"25959"
"18453",1167,1,"25959"
"18455",1016,1,"25965"
"18456",1018,1,"25965"
"18457",1000,1,"25965"
"18458",1008,1,"25965"
"18459",1077,1,"25965"
"18460",1040,1,"25965"
"18461",1003,1,"25965"
"18462",1001,1,"25965"
"18463",1184,1,"25965"
"18465",1087,1,"25967"
"18466",1020,1,"25967"
"18467",1017,1,"25967"
"18468",1024,1,"25967"
"18469",1074,1,"25967"
"18470",1009,1,"25967"
"18471",1144,1,"25967"
"18472",1042,1,"25967"
"18474",1017,1,"25981"
"18475",1018,1,"25981"
"18476",1014,1,"25981"
"18477",1008,1,"25981"
"18478",1000,1,"25981"
"18479",1077,1,"25981"
"18480",1037,1,"25981"
"18481",1011,1,"25981"
"18482",1009,1,"25981"
"18483",1040,1,"25981"
"18484",1052,1,"25981"
"18485",1031,1,"25981"
"18486",1001,1,"25981"
"18487",1034,1,"25981"
"18489",1104,1,"25985"
"18490",1073,1,"25985"
"18491",1008,1,"25985"
"18492",1030,1,"25985"
"18493",1295,1,"25985"
"18494",1038,1,"25985"
"18495",1026,1,"25985"
"18496",1053,1,"25985"
"18498",1020,1,"25993"
"18499",1157,1,"25993"
"18500",1070,1,"25993"
"18501",1004,1,"25993"
"18502",1018,1,"25993"
"18503",1021,1,"25993"
"18504",1008,1,"25993"
"18505",1027,1,"25993"
"18506",1009,1,"25993"
"18507",1026,1,"25993"
"18508",1246,1,"25993"
"18509",1034,1,"25993"
"18510",1044,1,"25993"
"18512",1008,1,"25998"
"18513",1035,1,"25998"
"18514",1009,1,"25998"
"18515",1003,1,"25998"
"18516",1018,1,"25998"
"18517",1004,1,"25998"
"18519",1000,1,"26021"
"18520",1008,1,"26021"
"18521",1040,1,"26021"
"18522",1024,1,"26021"
"18523",1034,1,"26021"
"18524",1014,1,"26021"
"18525",1018,1,"26021"
"18527",1141,1,"26032"
"18528",1008,1,"26032"
"18529",1010,1,"26032"
"18530",1038,1,"26032"
"18531",1017,1,"26032"
"18532",1068,1,"26032"
"18533",1041,1,"26032"
"18535",1102,1,"26035"
"18536",1004,1,"26035"
"18537",1008,1,"26035"
"18538",1009,1,"26035"
"18539",1055,1,"26035"
"18540",1100,1,"26035"
"18541",1052,1,"26035"
"18542",1031,1,"26035"
"18543",1003,1,"26035"
"18544",1002,1,"26035"
"18546",1058,1,"26046"
"18547",1017,1,"26046"
"18548",1102,1,"26046"
"18549",1060,1,"26046"
"18550",1004,1,"26046"
"18551",1002,1,"26046"
"18552",1018,1,"26046"
"18554",1045,1,"26049"
"18555",1018,1,"26049"
"18556",1004,1,"26049"
"18557",1008,1,"26049"
"18558",1037,1,"26049"
"18559",1009,1,"26049"
"18560",1046,1,"26049"
"18561",1003,1,"26049"
"18562",1034,1,"26049"
"18564",1136,1,"26050"
"18565",1030,1,"26050"
"18566",1058,1,"26050"
"18567",1017,1,"26050"
"18568",1004,1,"26050"
"18569",1018,1,"26050"
"18571",1025,1,"26054"
"18572",1102,1,"26054"
"18573",1017,1,"26054"
"18574",1018,1,"26054"
"18575",1004,1,"26054"
"18576",1035,1,"26054"
"18577",1008,1,"26054"
"18578",1030,1,"26054"
"18579",1037,1,"26054"
"18580",1218,1,"26054"
"18581",1009,1,"26054"
"18582",1001,1,"26054"
"18583",1003,1,"26054"
"18584",1041,1,"26054"
"18585",1033,1,"26054"
"18586",1002,1,"26054"
"18588",1008,1,"26063"
"18589",1135,1,"26063"
"18590",1052,1,"26063"
"18591",1031,1,"26063"
"18592",1018,1,"26063"
"18593",1004,1,"26063"
"18594",1034,1,"26063"
"18596",1008,1,"26064"
"18597",1030,1,"26064"
"18598",1054,1,"26064"
"18599",1017,1,"26064"
"18600",1040,1,"26064"
"18601",1088,1,"26064"
"18602",1018,1,"26064"
"18604",1035,1,"26068"
"18605",1090,1,"26068"
"18606",1001,1,"26068"
"18607",1003,1,"26068"
"18608",1172,1,"26068"
"18609",1004,1,"26068"
"18610",1018,1,"26068"
"18612",1026,1,"26078"
"18613",1017,1,"26078"
"18614",1034,1,"26078"
"18615",1004,1,"26078"
"18616",1018,1,"26078"
"18617",1053,1,"26078"
"18618",1021,1,"26078"
"18620",1065,1,"26090"
"18621",1221,1,"26090"
"18622",1027,1,"26090"
"18623",1009,1,"26090"
"18624",1003,1,"26090"
"18625",1034,1,"26090"
"18626",1025,1,"26090"
"18627",1020,1,"26090"
"18628",1070,1,"26090"
"18629",1004,1,"26090"
"18630",1072,1,"26090"
"18631",1021,1,"26090"
"18632",1008,1,"26090"
"18633",1038,1,"26090"
"18634",1026,1,"26090"
"18635",1041,1,"26090"
"18636",1001,1,"26090"
"18638",1035,1,"26111"
"18639",1037,1,"26111"
"18640",1009,1,"26111"
"18641",1003,1,"26111"
"18642",1001,1,"26111"
"18643",1018,1,"26111"
"18644",1004,1,"26111"
"18646",1008,1,"26113"
"18647",1146,1,"26113"
"18648",1058,1,"26113"
"18649",1032,1,"26113"
"18650",1018,1,"26113"
"18651",1034,1,"26113"
"18652",1004,1,"26113"
"18654",1008,1,"26122"
"18655",1216,1,"26122"
"18656",1295,1,"26122"
"18657",1046,1,"26122"
"18658",1040,1,"26122"
"18659",1263,1,"26122"
"18660",1002,1,"26122"
"18661",1043,1,"26122"
"18662",1075,1,"26122"
"18663",1018,1,"26122"
"18664",1034,1,"26122"
"18666",1016,1,"26126"
"18667",1058,1,"26126"
"18668",1017,1,"26126"
"18669",1004,1,"26126"
"18670",1008,1,"26126"
"18671",1052,1,"26126"
"18672",1040,1,"26126"
"18673",1031,1,"26126"
"18675",1008,1,"26143"
"18676",1035,1,"26143"
"18677",1009,1,"26143"
"18678",1052,1,"26143"
"18679",1018,1,"26143"
"18680",1004,1,"26143"
"18681",1154,1,"26143"
"18683",1119,1,"26159"
"18684",1008,1,"26159"
"18685",1140,1,"26159"
"18686",1025,1,"26159"
"18687",1041,1,"26159"
"18688",1034,1,"26159"
"18690",1008,1,"26160"
"18691",1000,1,"26160"
"18692",1058,1,"26160"
"18693",1049,1,"26160"
"18694",1017,1,"26160"
"18695",1034,1,"26160"
"18696",1018,1,"26160"
"18697",1004,1,"26160"
"18699",1130,1,"26161"
"18700",1009,1,"26161"
"18701",1100,1,"26161"
"18702",1017,1,"26161"
"18703",1004,1,"26161"
"18704",1074,1,"26161"
"18706",1130,1,"26173"
"18707",1145,1,"26173"
"18708",1017,1,"26173"
"18709",1001,1,"26173"
"18710",1003,1,"26173"
"18711",1004,1,"26173"
"18713",1025,1,"26182"
"18714",1026,1,"26182"
"18715",1070,1,"26182"
"18716",1041,1,"26182"
"18717",1004,1,"26182"
"18718",1034,1,"26182"
"18720",1008,1,"26184"
"18721",1001,1,"26184"
"18722",1003,1,"26184"
"18723",1078,1,"26184"
"18724",1004,1,"26184"
"18725",1018,1,"26184"
"18727",1119,1,"26185"
"18728",1136,1,"26185"
"18729",1058,1,"26185"
"18730",1172,1,"26185"
"18731",1001,1,"26185"
"18732",1004,1,"26185"
"18734",1017,1,"26190"
"18735",1018,1,"26190"
"18736",1008,1,"26190"
"18737",1135,1,"26190"
"18738",1109,1,"26190"
"18739",1032,1,"26190"
"18740",1001,1,"26190"
"18741",1003,1,"26190"
"18742",1083,1,"26190"
"18744",1051,1,"26191"
"18745",1017,1,"26191"
"18746",1034,1,"26191"
"18747",1004,1,"26191"
"18748",1154,1,"26191"
"18749",1169,1,"26191"
"18751",1008,1,"26196"
"18752",1035,1,"26196"
"18753",1069,1,"26196"
"18754",1009,1,"26196"
"18755",1017,1,"26196"
"18756",1018,1,"26196"
"18757",1004,1,"26196"
"18759",1008,1,"26201"
"18760",1046,1,"26201"
"18761",1049,1,"26201"
"18762",1001,1,"26201"
"18763",1004,1,"26201"
"18764",1018,1,"26201"
"18765",1034,1,"26201"
"18767",1090,1,"26211"
"18768",1040,1,"26211"
"18769",1032,1,"26211"
"18770",1088,1,"26211"
"18771",1014,1,"26211"
"18772",1034,1,"26211"
"18774",1113,1,"26220"
"18775",1133,1,"26220"
"18776",1017,1,"26220"
"18777",1004,1,"26220"
"18778",1067,1,"26220"
"18779",1018,1,"26220"
"18780",1034,1,"26220"
"18781",1156,1,"26220"
"18783",1000,1,"26235"
"18784",1008,1,"26235"
"18785",1054,1,"26235"
"18786",1052,1,"26235"
"18787",1088,1,"26235"
"18788",1024,1,"26235"
"18789",1014,1,"26235"
"18791",1010,1,"26245"
"18792",1020,1,"26245"
"18793",1017,1,"26245"
"18794",1012,1,"26245"
"18795",1001,1,"26245"
"18796",1088,1,"26245"
"18797",1042,1,"26245"
"18799",1130,1,"26250"
"18800",1049,1,"26250"
"18801",1017,1,"26250"
"18802",1008,1,"26250"
"18803",1000,1,"26250"
"18804",1037,1,"26250"
"18805",1009,1,"26250"
"18806",1052,1,"26250"
"18807",1040,1,"26250"
"18808",1001,1,"26250"
"18810",1008,1,"26259"
"18811",1036,1,"26259"
"18812",1170,1,"26259"
"18813",1295,1,"26259"
"18814",1043,1,"26259"
"18815",1004,1,"26259"
"18816",1034,1,"26259"
"18818",1035,1,"26263"
"18819",1017,1,"26263"
"18820",1001,1,"26263"
"18821",1003,1,"26263"
"18822",1018,1,"26263"
"18823",1004,1,"26263"
"18825",1031,1,"26266"
"18826",1052,1,"26266"
"18827",1017,1,"26266"
"18828",1040,1,"26266"
"18829",1060,1,"26266"
"18830",1034,1,"26266"
"18831",1014,1,"26266"
"18832",1004,1,"26266"
"18833",1018,1,"26266"
"18835",1025,1,"26270"
"18836",1022,1,"26270"
"18837",1123,1,"26270"
"18838",1070,1,"26270"
"18839",1017,1,"26270"
"18840",1004,1,"26270"
"18841",1038,1,"26270"
"18842",1039,1,"26270"
"18843",1026,1,"26270"
"18844",1053,1,"26270"
"18845",1034,1,"26270"
"18847",1035,1,"26278"
"18848",1008,1,"26278"
"18849",1009,1,"26278"
"18850",1001,1,"26278"
"18851",1003,1,"26278"
"18852",1002,1,"26278"
"18853",1018,1,"26278"
"18854",1004,1,"26278"
"18856",1017,1,"26287"
"18857",1018,1,"26287"
"18858",1004,1,"26287"
"18859",1035,1,"26287"
"18860",1037,1,"26287"
"18861",1009,1,"26287"
"18862",1038,1,"26287"
"18863",1026,1,"26287"
"18864",1006,1,"26287"
"18865",1001,1,"26287"
"18866",1053,1,"26287"
"18868",1133,1,"26292"
"18869",1017,1,"26292"
"18870",1151,1,"26292"
"18871",1067,1,"26292"
"18872",1018,1,"26292"
"18873",1004,1,"26292"
"18874",1019,1,"26292"
"18875",1057,1,"26292"
"18876",1027,1,"26292"
"18877",1046,1,"26292"
"18878",1001,1,"26292"
"18879",1041,1,"26292"
"18880",1003,1,"26292"
"18881",1068,1,"26292"
"18882",1034,1,"26292"
"18884",1025,1,"26301"
"18885",1008,1,"26301"
"18886",1026,1,"26301"
"18887",1001,1,"26301"
"18888",1032,1,"26301"
"18889",1018,1,"26301"
"18890",1034,1,"26301"
"18891",1004,1,"26301"
"18893",1130,1,"26305"
"18894",1017,1,"26305"
"18895",1001,1,"26305"
"18896",1003,1,"26305"
"18897",1018,1,"26305"
"18898",1078,1,"26305"
"18899",1004,1,"26305"
"18901",1085,1,"26309"
"18902",1130,1,"26309"
"18903",1076,1,"26309"
"18904",1049,1,"26309"
"18905",1018,1,"26309"
"18906",1037,1,"26309"
"18907",1009,1,"26309"
"18908",1003,1,"26309"
"18909",1001,1,"26309"
"18911",1065,1,"26312"
"18912",1017,1,"26312"
"18913",1008,1,"26312"
"18914",1037,1,"26312"
"18915",1027,1,"26312"
"18916",1009,1,"26312"
"18917",1295,1,"26312"
"18918",1038,1,"26312"
"18919",1026,1,"26312"
"18920",1041,1,"26312"
"18921",1042,1,"26312"
"18922",1053,1,"26312"
"18924",1058,1,"26313"
"18925",1295,1,"26313"
"18926",1026,1,"26313"
"18927",1041,1,"26313"
"18928",1004,1,"26313"
"18929",1034,1,"26313"
"18931",1077,1,"26317"
"18932",1031,1,"26317"
"18933",1040,1,"26317"
"18934",1001,1,"26317"
"18935",1018,1,"26317"
"18936",1014,1,"26317"
"18937",1043,1,"26317"
"18939",1009,1,"26318"
"18940",1295,1,"26318"
"18941",1006,1,"26318"
"18942",1059,1,"26318"
"18943",1063,1,"26318"
"18944",1042,1,"26318"
"18945",1004,1,"26318"
"18947",1025,1,"26323"
"18948",1064,1,"26323"
"18949",1022,1,"26323"
"18950",1070,1,"26323"
"18951",1026,1,"26323"
"18952",1041,1,"26323"
"18953",1024,1,"26323"
"18955",1008,1,"26326"
"18956",1017,1,"26326"
"18957",1003,1,"26326"
"18958",1001,1,"26326"
"18959",1004,1,"26326"
"18960",1018,1,"26326"
"18962",1008,1,"26334"
"18963",1188,1,"26334"
"18964",1017,1,"26334"
"18965",1018,1,"26334"
"18966",1154,1,"26334"
"18967",1169,1,"26334"
"18969",1054,1,"26343"
"18970",1168,1,"26343"
"18971",1004,1,"26343"
"18972",1018,1,"26343"
"18973",1036,1,"26343"
"18974",1008,1,"26343"
"18975",1009,1,"26343"
"18976",1038,1,"26343"
"18977",1031,1,"26343"
"18978",1026,1,"26343"
"18979",1034,1,"26343"
"18981",1035,1,"26345"
"18982",1008,1,"26345"
"18983",1037,1,"26345"
"18984",1009,1,"26345"
"18985",1017,1,"26345"
"18986",1080,1,"26345"
"18987",1018,1,"26345"
"18989",1104,1,"26351"
"18990",1017,1,"26351"
"18991",1004,1,"26351"
"18992",1018,1,"26351"
"18993",1187,1,"26351"
"18994",1035,1,"26351"
"18995",1008,1,"26351"
"18996",1009,1,"26351"
"18997",1003,1,"26351"
"18998",1105,1,"26351"
"19000",1025,1,"26356"
"19001",1065,1,"26356"
"19002",1070,1,"26356"
"19003",1008,1,"26356"
"19004",1030,1,"26356"
"19005",1126,1,"26356"
"19006",1026,1,"26356"
"19007",1041,1,"26356"
"19008",1034,1,"26356"
"19010",1065,1,"26357"
"19011",1017,1,"26357"
"19012",1076,1,"26357"
"19013",1018,1,"26357"
"19014",1078,1,"26357"
"19015",1074,1,"26357"
"19016",1113,1,"26357"
"19017",1009,1,"26357"
"19018",1034,1,"26357"
"19020",1025,1,"26361"
"19021",1008,1,"26361"
"19022",1009,1,"26361"
"19023",1122,1,"26361"
"19024",1026,1,"26361"
"19025",1001,1,"26361"
"19026",1002,1,"26361"
"19028",1008,1,"26372"
"19029",1038,1,"26372"
"19030",1126,1,"26372"
"19031",1026,1,"26372"
"19032",1041,1,"26372"
"19033",1072,1,"26372"
"19035",1076,1,"26373"
"19036",1004,1,"26373"
"19037",1078,1,"26373"
"19038",1018,1,"26373"
"19039",1074,1,"26373"
"19040",1035,1,"26373"
"19041",1001,1,"26373"
"19042",1003,1,"26373"
"19044",1200,1,"26374"
"19045",1007,1,"26374"
"19046",1017,1,"26374"
"19047",1018,1,"26374"
"19048",1057,1,"26374"
"19049",1008,1,"26374"
"19050",1140,1,"26374"
"19051",1010,1,"26374"
"19052",1031,1,"26374"
"19053",1040,1,"26374"
"19054",1026,1,"26374"
"19055",1041,1,"26374"
"19056",1034,1,"26374"
"19058",1035,1,"26386"
"19059",1023,1,"26386"
"19060",1009,1,"26386"
"19061",1018,1,"26386"
"19062",1034,1,"26386"
"19063",1004,1,"26386"
"19065",1064,1,"26388"
"19066",1065,1,"26388"
"19067",1133,1,"26388"
"19068",1215,1,"26388"
"19069",1067,1,"26388"
"19070",1074,1,"26388"
"19071",1009,1,"26388"
"19072",1068,1,"26388"
"19073",1003,1,"26388"
"19074",1032,1,"26388"
"19075",1034,1,"26388"
"19076",1118,1,"26388"
"19077",1076,1,"26388"
"19078",1017,1,"26388"
"19079",1070,1,"26388"
"19080",1018,1,"26388"
"19081",1004,1,"26388"
"19082",1008,1,"26388"
"19083",1030,1,"26388"
"19084",1026,1,"26388"
"19085",1001,1,"26388"
"19087",1064,1,"26399"
"19088",1065,1,"26399"
"19089",1067,1,"26399"
"19090",1136,1,"26399"
"19091",1027,1,"26399"
"19092",1039,1,"26399"
"19093",1088,1,"26399"
"19094",1068,1,"26399"
"19095",1075,1,"26399"
"19096",1034,1,"26399"
"19097",1025,1,"26399"
"19098",1070,1,"26399"
"19099",1004,1,"26399"
"19100",1018,1,"26399"
"19101",1008,1,"26399"
"19102",1152,1,"26399"
"19103",1038,1,"26399"
"19104",1026,1,"26399"
"19105",1041,1,"26399"
"19106",1053,1,"26399"
"19108",1137,1,"26401"
"19109",1079,1,"26401"
"19110",1018,1,"26401"
"19111",1004,1,"26401"
"19112",1035,1,"26401"
"19113",1037,1,"26401"
"19114",1009,1,"26401"
"19115",1095,1,"26401"
"19116",1001,1,"26401"
"19117",1003,1,"26401"
"19118",1167,1,"26401"
"19120",1008,1,"26420"
"19121",1030,1,"26420"
"19122",1017,1,"26420"
"19123",1004,1,"26420"
"19124",1034,1,"26420"
"19125",1116,1,"26420"
"19127",1015,1,"26438"
"19128",1016,1,"26438"
"19129",1017,1,"26438"
"19130",1018,1,"26438"
"19131",1169,1,"26438"
"19132",1036,1,"26438"
"19133",1037,1,"26438"
"19134",1009,1,"26438"
"19135",1040,1,"26438"
"19136",1001,1,"26438"
"19137",1184,1,"26438"
"19138",1034,1,"26438"
"19140",1051,1,"26443"
"19141",1018,1,"26443"
"19142",1004,1,"26443"
"19143",1014,1,"26443"
"19144",1035,1,"26443"
"19145",1226,1,"26443"
"19146",1121,1,"26443"
"19147",1001,1,"26443"
"19148",1003,1,"26443"
"19149",1088,1,"26443"
"19150",1034,1,"26443"
"19151",1002,1,"26443"
"19153",1124,1,"26445"
"19154",1062,1,"26445"
"19155",1082,1,"26445"
"19156",1295,1,"26445"
"19157",1017,1,"26445"
"19158",1018,1,"26445"
"19160",1030,1,"26446"
"19161",1162,1,"26446"
"19162",1009,1,"26446"
"19163",1150,1,"26446"
"19164",1017,1,"26446"
"19165",1076,1,"26446"
"19166",1003,1,"26446"
"19167",1001,1,"26446"
"19168",1024,1,"26446"
"19169",1018,1,"26446"
"19171",1130,1,"26447"
"19172",1054,1,"26447"
"19173",1017,1,"26447"
"19174",1004,1,"26447"
"19175",1018,1,"26447"
"19176",1140,1,"26447"
"19177",1035,1,"26447"
"19178",1008,1,"26447"
"19179",1030,1,"26447"
"19180",1009,1,"26447"
"19181",1100,1,"26447"
"19182",1003,1,"26447"
"19183",1134,1,"26447"
"19184",1096,1,"26447"
"19186",1008,1,"26476"
"19187",1036,1,"26476"
"19188",1009,1,"26476"
"19189",1122,1,"26476"
"19190",1040,1,"26476"
"19191",1002,1,"26476"
"19193",1008,1,"26478"
"19194",1020,1,"26478"
"19195",1046,1,"26478"
"19196",1017,1,"26478"
"19197",1031,1,"26478"
"19198",1039,1,"26478"
"19199",1052,1,"26478"
"19200",1041,1,"26478"
"19201",1003,1,"26478"
"19202",1034,1,"26478"
"19203",1018,1,"26478"
"19205",1025,1,"26496"
"19206",1017,1,"26496"
"19207",1018,1,"26496"
"19208",1008,1,"26496"
"19209",1035,1,"26496"
"19210",1037,1,"26496"
"19211",1009,1,"26496"
"19212",1026,1,"26496"
"19213",1001,1,"26496"
"19214",1034,1,"26496"
"19216",1008,1,"26518"
"19217",1045,1,"26518"
"19218",1030,1,"26518"
"19219",1046,1,"26518"
"19220",1004,1,"26518"
"19221",1034,1,"26518"
"19223",1010,1,"26519"
"19224",1020,1,"26519"
"19225",1068,1,"26519"
"19226",1032,1,"26519"
"19227",1002,1,"26519"
"19228",1021,1,"26519"
"19230",1008,1,"26520"
"19231",1030,1,"26520"
"19232",1040,1,"26520"
"19233",1017,1,"26520"
"19234",1003,1,"26520"
"19235",1001,1,"26520"
"19236",1048,1,"26520"
"19237",1018,1,"26520"
"19238",1078,1,"26520"
"19240",1108,1,"26534"
"19241",1133,1,"26534"
"19242",1018,1,"26534"
"19243",1014,1,"26534"
"19244",1035,1,"26534"
"19245",1135,1,"26534"
"19246",1009,1,"26534"
"19247",1089,1,"26534"
"19248",1040,1,"26534"
"19249",1052,1,"26534"
"19250",1001,1,"26534"
"19251",1003,1,"26534"
"19252",1096,1,"26534"
"19254",1008,1,"26537"
"19255",1035,1,"26537"
"19256",1001,1,"26537"
"19257",1003,1,"26537"
"19258",1004,1,"26537"
"19259",1018,1,"26537"
"19260",1167,1,"26537"
"19262",1000,1,"26541"
"19263",1010,1,"26541"
"19264",1008,1,"26541"
"19265",1090,1,"26541"
